Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
CHACO,12 de Octubre,Mesón de Fierro,--,--,--,--,SI,--,--,--,--
CHACO,12 de Octubre,Pampa Landriel,--,--,--,--,SI,--,--,--,--
CHACO,1º de Mayo,Barrio de los Pescadores,--,--,--,--,--,--,--,--,--
CHACO,1º de Mayo,Colonia Benítez,SI,--,--,SI,SI,SI,SI,SI,SI
CHACO,1º de Mayo,Margarita Belén,SI,--,--,--,SI,SI,SI,SI,--
CHACO,2 de Abril,Hermoso Campo,--,SI,--,SI,SI,SI,SI,--,SI
CHACO,2 de Abril,Itín,--,--,--,SI,--,--,--,--,--
CHACO,25 de Mayo,Colonia Aborigen,--,--,--,--,SI,--,--,SI,--
CHACO,25 de Mayo,Machagai,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Brandsen,Coronel Brandsen,SI,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Brandsen,Gómez,--,--,--,--,SI,--,SI,--,--
BUENOS AIRES,Brandsen,Jeppener,SI,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Brandsen,Oliden,--,--,--,--,SI,--,SI,--,--
BUENOS AIRES,Brandsen,Posada de los Lagos,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Brandsen,Samborombón,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Campana,Alto Los Cardales,--,--,--,SI,SI,SI,--,SI,--
BUENOS AIRES,Campana,Barrio Los Pioneros,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Campana,Campana,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Campana,Chacras del Río Luján,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),--,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,Cañuelas,Alejandro Petión,SI,SI,SI,--,SI,SI,SI,SI,--
BUENOS AIRES,La Plata,City Bell,--,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,La Plata,Country Club El Rodeo,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,La Plata,El Retiro,--,--,--,SI,SI,SI,--,--,--
BUENOS AIRES,La Plata,Esquina Negra,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,La Plata,Ignacio Correas,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,La Plata,Joaquin Gorina,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,La Plata,Jose Hernandez,--,SI,--,SI,SI,SI,--,--,--
BUENOS AIRES,La Plata,Jose Melchor Romero,--,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,La Plata,La Cumbre,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,La Plata,La Plata,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,La Plata,La Providencia,--,--,--,--,--,--,--,--,--
BUENOS AIRES,La Plata,Lisandro Olmos,--,SI,--,--,SI,SI,--,--,--
BUENOS AIRES,San Isidro,Boulogne Sur Mer,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Isidro,Martínez,SI,SI,SI,SI,SI,SI,SI,--,SI
BUENOS AIRES,San Isidro,San Isidro,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Isidro,Villa Adelina,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,San Miguel,Bella Vista,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Miguel,Campo De Mayo,--,--,--,--,SI,SI,--,--,SI
CABA,COMUNA 15,VILLA ORTUZAR,SI,SI,SI,SI,SI,SI,SI,SI,SI
CATAMARCA,Ambato,Chuchucaruana,--,--,--,--,--,--,--,--,--
CATAMARCA,Ambato,Colpes,--,--,--,--,--,--,--,--,--
CATAMARCA,Ambato,El Bolsón,--,--,--,--,SI,--,--,--,SI
CATAMARCA,Ambato,El Rodeo,--,--,--,--,SI,--,SI,SI,SI
CATAMARCA,Ambato,Huaycama,--,--,--,--,--,--,--,--,--
CATAMARCA,Ambato,La Puerta,--,--,--,--,SI,--,SI,--,SI
CATAMARCA,Ambato,Las Chacritas,--,--,--,--,--,--,SI,--,SI
CATAMARCA,Ambato,Las Juntas,--,--,--,--,SI,--,--,--,--
CATAMARCA,Ambato,Los Castillos,--,--,--,--,--,--,--,--,--
CATAMARCA,Ambato,Los Talas,--,--,--,--,--,--,--,SI,--
CHACO,General Güemes,El Espinillo,--,--,--,--,SI,--,--,--,SI
CHACO,General Güemes,El Sauzal,--,--,--,--,--,--,--,SI,SI
CHACO,General Güemes,El Sauzalito,--,--,--,--,SI,--,SI,--,SI
CHACO,General Güemes,Fortín Lavalle,--,--,--,--,--,--,--,SI,--
CHACO,General Güemes,Fuerte Esperanza,--,--,--,SI,SI,--,SI,--,SI
CHACO,General Güemes,Juan José Castelli,SI,--,--,SI,SI,SI,SI,SI,--
CHACO,General Güemes,Miraflores,--,--,--,--,SI,--,--,SI,--
CHACO,General Güemes,Nueva Pompeya,--,--,--,SI,--,--,--,SI,SI
CHACO,General Güemes,Puerto Lavalle,--,--,--,--,--,--,--,--,--
CHACO,General Güemes,Villa Río Bermejito,SI,--,--,SI,SI,--,SI,SI,SI
CHACO,General Güemes,Wichi,--,--,--,--,--,--,--,SI,SI
CHACO,General Güemes,Zaparinqui,--,--,--,--,--,--,--,--,--
CHACO,Independencia,Avia Terai,SI,--,--,SI,SI,SI,SI,SI,SI
CHACO,Independencia,Campo Largo,SI,--,--,SI,SI,SI,SI,--,--
CHACO,Independencia,Fortín Las Chuñas,--,--,--,--,SI,--,--,--,--
CHACO,Independencia,Napenay,--,--,--,--,SI,--,SI,--,--
CORDOBA,Cruz del Eje,La Higuera,SI,--,--,--,SI,--,SI,SI,--
CORDOBA,Cruz del Eje,Las Cañadas,--,--,--,--,--,--,SI,--,--
CORDOBA,Cruz del Eje,Las Playas,--,--,--,SI,--,--,--,SI,--
CORDOBA,Cruz del Eje,Los Chañaritos,--,--,--,SI,--,--,--,SI,--
CORDOBA,Cruz del Eje,Media Naranja,--,--,--,--,--,--,--,SI,--
CORDOBA,Cruz del Eje,Paso Viejo,SI,--,--,--,SI,SI,SI,SI,--
CORDOBA,Cruz del Eje,San Marcos Sierra,--,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Cruz del Eje,Serrezuela,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Cruz del Eje,Tuclame,--,--,--,SI,--,--,--,SI,--
CORDOBA,Cruz del Eje,Villa de Soto,SI,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,General Roca,Del Campillo,SI,--,--,SI,SI,--,SI,--,SI
CORDOBA,General Roca,Estación Lecueder,--,--,--,--,--,--,--,--,--
CORDOBA,General Roca,Hipólito Bouchard,--,--,--,--,SI,--,SI,--,SI
NEUQUEN,Zapala,Los Catutos,--,--,--,--,--,--,--,SI,--
CORDOBA,General Roca,Huinca Renancó,SI,--,SI,SI,SI,SI,SI,SI,--
CORDOBA,General Roca,Italó,--,--,--,--,SI,SI,SI,--,--
CORDOBA,General Roca,Mattaldi,--,--,--,--,SI,SI,--,--,--
CORDOBA,General Roca,Nicolás Bruzzone,--,--,--,--,--,--,SI,SI,--
CORDOBA,General Roca,Onagoity,--,--,--,--,--,--,SI,--,--
CORDOBA,General Roca,Pincén,--,--,--,--,--,--,SI,--,--
CORDOBA,General Roca,Ranqueles,--,--,--,--,--,--,--,--,--
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),--,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,General Roca,Villa Huidobro,--,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,General Roca,Villa Sarmiento,--,--,--,--,SI,--,--,--,--
CORDOBA,General Roca,Villa Valeria,SI,--,--,--,SI,SI,SI,SI,SI
CORDOBA,General San Martín,Arroyo Algodón,SI,--,--,SI,SI,SI,--,SI,--
CORDOBA,General San Martín,Arroyo Cabral,SI,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,Unión,Noetinger,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Unión,Ordóñez,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,Unión,Pascanas,SI,--,--,--,SI,SI,SI,SI,--
CORDOBA,Unión,Pueblo Italiano,--,SI,--,--,SI,--,SI,--,SI
CORDOBA,Unión,Ramón J. Cárcano,--,--,--,--,--,--,--,SI,--
CORDOBA,Unión,San Antonio de Litín,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Unión,San Marcos,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,Unión,San Severo,--,--,--,--,SI,--,--,--,--
CORDOBA,Unión,Viamonte,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Unión,Villa Los Patos,--,--,--,--,--,--,--,--,--
CORDOBA,Unión,Wenceslao Escalante,SI,SI,--,--,SI,SI,SI,SI,SI
CORRIENTES,Bella Vista,Bella Vista,SI,SI,--,--,SI,SI,SI,SI,SI
CORRIENTES,Berón de Astrada,Berón de Astrada,--,--,--,--,SI,SI,SI,--,SI
BUENOS AIRES,Carmen de Areco,Tres Sargentos,--,--,--,--,SI,--,SI,SI,--
BUENOS AIRES,Castelli,Castelli,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Castelli,Centro Guerrero,--,--,--,SI,--,--,--,SI,--
BUENOS AIRES,Castelli,Cerro de la Gloria,--,--,--,SI,--,SI,--,--,--
BUENOS AIRES,Chacabuco,Castilla,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Chacabuco,Chacabuco,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Chacabuco,Los Angeles,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Chacabuco,O'Higgins,SI,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Chacabuco,Rawson,SI,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Chascomús,Barrio Lomas Altas,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Chascomús,Barrio San Cayetano,--,--,--,SI,SI,SI,--,--,--
CHACO,San Lorenzo,Samuhú,--,--,--,--,SI,--,--,--,SI
BUENOS AIRES,Chascomús,Chascomús,SI,SI,SI,SI,SI,SI,SI,--,SI
BUENOS AIRES,Chascomús,Laguna Vitel,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Chascomús,Manuel J. Cobo (Est. Lezama),SI,SI,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Chascomús,Villa Parque Girado,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Chivilcoy,Benitez,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Chivilcoy,Chivilcoy,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Chivilcoy,Emilio Ayarza,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Chivilcoy,Gorostiaga,SI,--,--,--,--,--,--,SI,--
BUENOS AIRES,Chivilcoy,La Rica,SI,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Chivilcoy,Moquehuá,--,SI,--,SI,SI,--,SI,SI,--
BUENOS AIRES,Chivilcoy,Ramón Biaus,SI,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Chivilcoy,San Sebastián,SI,--,--,--,--,--,SI,SI,--
RIO NEGRO,Ñorquincó,Ojos de Agua,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,Lanús,Valentín Alsina,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Laprida,Laprida,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Laprida,Pueblo Nuevo,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Laprida,Pueblo San Jorge,--,--,--,--,--,--,SI,SI,--
BUENOS AIRES,Las Flores,Coronel Boerr,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Las Flores,El Trigo,--,--,--,SI,--,--,--,SI,--
BUENOS AIRES,Las Flores,Las Flores,SI,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Las Flores,Pardo,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,SI,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Leandro N. Alem,El Dorado,--,--,--,--,--,--,SI,SI,SI
BUENOS AIRES,Leandro N. Alem,Fortín Acha,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Lobería,Licenciado Matienzo,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,--,SI,--,--,SI,SI,--,SI,--
BUENOS AIRES,Leandro N. Alem,Vedia,SI,--,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Lincoln,Arenaza,--,--,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Lincoln,Bayauca,--,--,--,--,SI,--,SI,SI,--
BUENOS AIRES,Lincoln,Bermúdez,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Lincoln,Carlos Salas,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),SI,--,--,--,SI,SI,SI,--,--
BUENOS AIRES,Lincoln,El Triunfo,--,--,SI,SI,SI,SI,SI,--,--
BUENOS AIRES,Lincoln,Las Toscas,SI,--,--,--,--,--,SI,--,--
BUENOS AIRES,Lincoln,Lincoln,SI,SI,SI,SI,SI,SI,SI,--,--
BUENOS AIRES,Lincoln,Pasteur,--,--,--,--,SI,SI,SI,SI,SI
BUENOS AIRES,Lincoln,Roberts,--,--,SI,SI,SI,SI,SI,--,--
BUENOS AIRES,Lincoln,Triunvirato,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Lobería,Arenas Verdes,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,San Pedro,Gobernador Castro,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,San Pedro,Ingeniero Moneta,--,--,--,--,--,--,--,--,--
BUENOS AIRES,San Pedro,Obligado,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,San Pedro,Pueblo Doyle,--,--,--,--,--,--,--,--,--
BUENOS AIRES,San Pedro,Río Tala,--,--,--,SI,SI,SI,--,--,--
BUENOS AIRES,San Pedro,San Pedro,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Pedro,Santa Lucía,--,--,--,SI,SI,SI,SI,--,SI
BUENOS AIRES,San Vicente,Alejandro Korn,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,San Vicente,Domselaar,--,SI,--,--,SI,SI,SI,SI,--
BUENOS AIRES,San Vicente,San Vicente,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Suipacha,General Rivas,SI,--,--,--,SI,--,SI,SI,--
BUENOS AIRES,Suipacha,Suipacha,SI,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tandil,De la Canal,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Tandil,Desvío Aguirre,--,--,--,SI,SI,SI,--,SI,--
BUENOS AIRES,Tandil,Gardey,--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tandil,María Ignacia (Est. Vela),SI,--,--,--,SI,--,SI,SI,--
BUENOS AIRES,Tandil,Tandil,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tapalqué,Crotto,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Tapalqué,Tapalqué,--,--,--,--,SI,SI,SI,--,SI
BUENOS AIRES,Tapalqué,Velloso,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Tigre,Benavídez,SI,SI,--,SI,SI,SI,SI,SI,SI
CHACO,San Lorenzo,Villa Berthet,--,--,--,SI,SI,SI,--,SI,SI
CHACO,Sargento Cabral,Capitán Solari,--,--,--,SI,SI,SI,SI,SI,--
CHACO,Sargento Cabral,Colonia Elisa,--,--,--,--,SI,SI,SI,--,SI
CHACO,Sargento Cabral,Colonias Unidas,--,--,--,SI,SI,SI,SI,SI,--
CHACO,Sargento Cabral,Ingeniero Barbet,--,--,--,--,--,--,--,--,--
CHACO,Sargento Cabral,Las Garcitas,--,--,--,--,SI,SI,SI,SI,SI
CHACO,Tapenagá,Charadai,--,--,--,SI,SI,SI,SI,--,SI
CHACO,Tapenagá,Cote Lai,--,--,--,--,SI,--,--,--,--
CHACO,Tapenagá,Haumonía,--,--,--,--,--,--,--,--,--
CHACO,Tapenagá,Horquilla,--,--,--,--,--,--,--,--,--
CHACO,Tapenagá,La Sabana,--,--,--,--,--,--,--,--,--
CHUBUT,Biedma,Arroyo Verde,--,--,--,--,--,--,SI,--,SI
CHUBUT,Biedma,Puerto Madryn,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Biedma,Puerto Pirámide,--,--,--,--,SI,SI,SI,SI,SI
CHUBUT,Biedma,Quinta El Mirador,--,--,--,--,SI,SI,--,SI,--
CORDOBA,General San Martín,Ausonia,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,General San Martín,Chazón,--,SI,--,--,SI,SI,SI,--,--
CORDOBA,General San Martín,Etruria,SI,SI,--,--,SI,SI,SI,--,SI
CORDOBA,General San Martín,La Laguna,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,General San Martín,La Palestina,--,--,--,--,SI,--,SI,SI,--
CORDOBA,General San Martín,La Playosa,SI,--,--,--,SI,SI,--,SI,SI
CORDOBA,General San Martín,Las Mojarras,--,--,--,--,SI,SI,--,--,--
CORDOBA,General San Martín,Luca,--,--,--,--,SI,--,SI,--,--
CORDOBA,General San Martín,Pasco,--,--,--,SI,SI,--,SI,--,--
CORDOBA,General San Martín,Sanabria,--,--,--,--,--,--,SI,--,--
CORDOBA,General San Martín,Silvio Pellico,SI,--,--,--,SI,--,SI,SI,--
CORDOBA,General San Martín,Ticino,--,SI,--,SI,SI,SI,SI,--,SI
CORDOBA,General San Martín,Tío Pujio,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,General San Martín,Villa Albertina,--,--,--,--,SI,SI,--,--,--
CORDOBA,General San Martín,Villa María,SI,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,General San Martín,Villa Nueva,SI,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,General San Martín,Villa Oeste,--,--,--,--,SI,SI,--,--,--
CORDOBA,Ischilín,Avellaneda,--,--,--,--,--,--,--,--,--
CORDOBA,Ischilín,Cañada de Río Pinto,--,--,--,--,--,--,--,--,--
CORDOBA,Ischilín,Chuña,--,--,--,--,SI,--,--,SI,SI
CORDOBA,Ischilín,Copacabana,--,--,--,--,--,--,SI,SI,--
CORDOBA,Ischilín,Deán Funes,SI,SI,--,SI,SI,SI,SI,--,SI
CORDOBA,Ischilín,Esquina del Alambre,--,--,--,--,--,--,--,SI,--
CORDOBA,Ischilín,Los Chañaritos,--,--,--,--,--,--,--,--,--
CORDOBA,Ischilín,Los Pozos,--,--,--,--,SI,SI,--,--,--
CORDOBA,Ischilín,Olivares de San Nicolás,--,--,--,--,--,--,--,SI,--
CORDOBA,Ischilín,Quilino,SI,--,--,SI,SI,SI,SI,--,--
CORDOBA,Ischilín,San Pedro de Toyos,--,--,--,--,--,--,--,--,--
CORDOBA,Ischilín,Villa Gutiérrez,--,--,--,--,--,--,--,--,--
CORRIENTES,Goya,Goya,SI,SI,--,SI,SI,SI,SI,SI,SI
CORRIENTES,ItatÍ,Itatí,SI,--,--,--,SI,SI,SI,SI,SI
CORRIENTES,ItatÍ,Ramada Paso,--,--,--,--,SI,--,--,SI,--
CORRIENTES,Ituzaingó,Colonia Liebig's,--,SI,--,--,SI,SI,SI,SI,SI
CORRIENTES,Ituzaingó,Ituzaingó,SI,--,--,--,SI,SI,SI,--,SI
CORRIENTES,Ituzaingó,San Antonio,--,--,--,--,SI,SI,--,--,--
CORRIENTES,Ituzaingó,San Carlos,--,--,--,--,SI,SI,SI,--,--
CORRIENTES,Ituzaingó,Villa Olivari,--,--,--,--,SI,SI,--,SI,SI
CORRIENTES,Lavalle,Cruz de los Milagros,--,--,--,--,--,--,--,--,--
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,--,--,--,SI,SI,--,SI,SI,SI
CORRIENTES,Lavalle,Lavalle,--,--,--,--,SI,SI,SI,SI,SI
CORRIENTES,Lavalle,Santa Lucía,SI,--,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Lavalle,Villa Córdoba,--,--,--,--,--,--,--,--,--
CORRIENTES,Lavalle,Yatayti Calle,--,--,--,--,SI,--,--,--,--
CORRIENTES,Mburucuyá,Mburucuyá,--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Mercedes,Felipe Yofré,--,--,--,--,SI,--,SI,--,SI
CORRIENTES,Mercedes,Mariano I. Loza (Est. Justino Solari),--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Mercedes,Mercedes,SI,SI,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Monte Caseros,Colonia Libertad,--,--,--,--,SI,--,--,SI,--
CORRIENTES,Monte Caseros,Estación Libertad,--,--,--,--,SI,--,--,SI,--
CORRIENTES,Monte Caseros,Juan Pujol,--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,Monte Caseros,Mocoretá,SI,--,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Monte Caseros,Monte Caseros,SI,--,--,SI,SI,SI,SI,SI,SI
CORRIENTES,Monte Caseros,Parada Acuña,--,--,--,--,--,--,--,SI,--
CORRIENTES,Monte Caseros,Parada Labougle,--,--,--,--,--,--,--,SI,--
CORRIENTES,Paso de los Libres,Bonpland,--,--,--,--,SI,--,--,SI,SI
LA PAMPA,Curacó,Puelches,--,--,--,--,SI,--,SI,SI,SI
LA PAMPA,Guatraché,Alpachiri,--,--,--,SI,SI,--,SI,--,SI
LA PAMPA,Guatraché,General Manuel J. Campos,--,--,--,SI,SI,--,SI,--,SI
LA PAMPA,Guatraché,Guatraché,--,SI,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Guatraché,Perú,--,--,--,SI,--,--,--,SI,--
LA PAMPA,Guatraché,Santa Teresa,--,--,--,SI,--,--,SI,--,--
LA PAMPA,Hucal,Abramo,--,--,--,SI,--,--,--,SI,SI
LA PAMPA,Hucal,Bernasconi,SI,--,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),--,--,--,SI,SI,SI,SI,SI,--
LA PAMPA,Hucal,Hucal,--,--,--,--,--,--,--,--,--
LA PAMPA,Hucal,Jacinto Arauz,--,--,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Lihuel Calel,Cuchillo Co,--,--,--,SI,SI,--,--,--,SI
LA PAMPA,Limay Mahuida,La Reforma,--,--,--,--,SI,--,SI,SI,SI
LA PAMPA,Limay Mahuida,Limay Mahuida,--,--,--,--,--,--,--,SI,SI
MISIONES,San Ignacio,Gobernador Roca,SI,--,--,--,SI,SI,SI,SI,SI
MISIONES,San Ignacio,Helvecia,--,--,--,--,--,--,--,SI,--
MISIONES,San Ignacio,Hipólito Yrigoyen,--,--,--,--,SI,--,--,SI,--
MISIONES,San Ignacio,Jardín América,SI,--,--,SI,SI,SI,SI,SI,--
MISIONES,San Ignacio,Oasis,--,--,--,--,SI,--,--,SI,--
MISIONES,San Ignacio,Roca Chica,--,--,--,--,--,--,--,SI,--
MISIONES,San Ignacio,San Ignacio,SI,--,--,--,SI,SI,SI,SI,SI
MISIONES,San Ignacio,Santo Pipó,SI,--,--,--,SI,--,SI,SI,--
MISIONES,San Javier,Florentino Ameghino,--,--,--,--,--,--,--,--,--
MISIONES,San Javier,Itacaruaré,--,SI,--,--,SI,SI,SI,--,--
MISIONES,San Javier,Mojón Grande,--,--,--,--,SI,--,SI,--,--
MISIONES,San Javier,San Javier,--,SI,--,SI,SI,SI,SI,SI,SI
MISIONES,San Pedro,Cruce Caballero,--,--,--,SI,--,--,--,--,--
MISIONES,San Pedro,Paraíso,--,--,--,SI,--,--,--,SI,--
MISIONES,San Pedro,Piñalito Sur,--,--,--,SI,--,--,--,SI,--
LA PAMPA,Loventué,Carro Quemado,--,--,--,SI,--,--,SI,SI,SI
LA PAMPA,Loventué,Loventué,--,--,--,SI,--,--,SI,--,--
LA PAMPA,Loventué,Luan Toro,--,--,--,--,SI,--,SI,SI,SI
LA PAMPA,Loventué,Telén,--,--,--,SI,SI,--,SI,SI,SI
LA PAMPA,Loventué,Victorica,--,--,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Maracó,Agustoni,--,--,--,--,--,--,SI,SI,--
LA PAMPA,Maracó,Dorila,--,--,--,SI,--,--,SI,SI,--
LA PAMPA,Maracó,General Pico,SI,SI,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Maracó,Speluzzi,--,--,--,SI,SI,--,SI,SI,--
LA PAMPA,Maracó,Trebolares,--,--,--,--,--,--,--,--,--
LA PAMPA,Puelén,25 de Mayo,--,--,--,SI,SI,SI,SI,SI,--
LA PAMPA,Puelén,Casa de Piedra,--,--,--,--,--,--,--,SI,--
LA PAMPA,Puelén,Puelén,--,--,SI,--,SI,--,SI,SI,SI
NEUQUEN,Confluencia,Neuquén,SI,SI,SI,SI,SI,SI,SI,SI,SI
NEUQUEN,Confluencia,Plaza Huincul,--,--,--,--,SI,SI,--,SI,SI
NEUQUEN,Confluencia,Plottier,SI,SI,--,SI,SI,SI,SI,SI,SI
NEUQUEN,Confluencia,Senillosa,--,--,--,SI,SI,SI,SI,SI,SI
NEUQUEN,Confluencia,Villa El Chocón,--,--,SI,--,SI,--,SI,SI,--
NEUQUEN,Confluencia,Vista Alegre Norte,SI,--,--,SI,SI,SI,SI,SI,--
NEUQUEN,Confluencia,Vista Alegre Sur,SI,--,--,SI,--,--,SI,--,SI
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),--,--,--,--,--,--,SI,--,SI
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,--,--,--,SI,--,--,--,--,--
RIO NEGRO,Pichi Mahuida,Colonia Juliá y Echarren,--,SI,--,SI,SI,--,--,SI,SI
RIO NEGRO,Pichi Mahuida,Juventud Unida,--,--,--,SI,--,--,--,--,--
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,--,--,--,--,--,--,--,--,--
RIO NEGRO,Pichi Mahuida,Río Colorado,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Pichi Mahuida,Salto Andersen,--,--,--,--,--,--,--,--,SI
RIO NEGRO,Pilcaniyeu,Cañadón Chileno,--,--,--,--,--,--,--,--,--
RIO NEGRO,Pilcaniyeu,Comallo,--,--,--,SI,SI,--,--,SI,SI
RIO NEGRO,Pilcaniyeu,Dina Huapi,SI,--,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Pilcaniyeu,Laguna Blanca,--,--,--,--,--,--,--,--,SI
RIO NEGRO,Pilcaniyeu,Ñirihuau,--,--,--,--,--,--,--,--,--
RIO NEGRO,Pilcaniyeu,Paso Flores,--,--,--,--,--,--,--,--,SI
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,--,--,--,--,--,--,--,--,SI
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,--,--,--,SI,--,--,--,--,--
RIO NEGRO,Pilcaniyeu,Villa Llanquín,--,--,--,--,--,--,--,--,SI
RIO NEGRO,San Antonio,El Empalme,--,--,--,--,--,--,--,--,--
MISIONES,San Pedro,San Pedro,--,SI,--,SI,SI,SI,SI,SI,--
MISIONES,San Pedro,Tobuna,--,--,--,SI,SI,--,--,SI,--
